t: 18:48:55; c: noise ; v: 9; m: Opening device, attempt number: ; r: 1
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:05; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:33:06; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 41
t: 14:33:06; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 41
t: 14:33:06; c: note  ; v: 5; m: Micro-controller EEPROM succesfully programmed!; r: 0
t: 14:33:06; c: noise ; v: 9; m: Device closed; r: 0
t: 14:33:06; c: noise ; v: 9; m: Destructor called; r: 0
t: 14:33:06; c: noise ; v: 9; m: Device not opened (no handle).; r: 0
